method,seed,coverage,risk
offline_ahc,0,0.7838119017894298,0.1927263074064242
offline_ahc,0,0.7888056595921764,0.1933526773938275
offline_ahc,0,0.7940074906367042,0.19392033542976939
offline_ahc,0,0.7990012484394506,0.19505208333333332
offline_ahc,0,0.8039950062421972,0.19591097308488614
offline_ahc,0,0.8089887640449438,0.19753086419753085
offline_ahc,0,0.8139825218476904,0.19989775051124745
offline_ahc,0,0.818976279650437,0.20121951219512196
offline_ahc,0,0.8239700374531835,0.20277777777777778
offline_ahc,0,0.8291718684977112,0.20351317440401506
offline_ahc,0,0.8341656263004578,0.20478922424544774
offline_ahc,0,0.8391593841032043,0.205802132407637
offline_ahc,0,0.8441531419059509,0.2072960315504067
offline_ahc,0,0.8491468997086975,0.20803724577309482
